discente;faltas_unidade;id_turma;media_final;nota;numero_total_faltas;reposicao;unidade;reprovou;desempenho_exatas;historico_reprovacao;primeira_vez_pagando;n1_std_turma;prof_c1_tx_reprovacao;professor_tx_reprovao
5e6d1fdec94f172360b352b1c5c1895a;0.0;57586014;0.0;0.0;0.0;f;1.0;True;5.31615925058548;-1;0;-1.731384421829572;-0.2174774530560776;-1.0
4d10a6aec8569bd9d9afc6fd5a9719e3;0.0;57586014;9.5;9.0;0.0;f;1.0;False;5.31615925058548;-1;0;1.2093628774361145;-0.2174774530560776;-1.0
6648adf670c078a5143dfe5ac40597cc;0.0;57586014;6.8;1.5;0.0;t;1.0;False;6.0;0;0;-1.2412598719519576;-1.0;-1.0
89beec1a0250714fd8e8d766dc973e29;0.0;57586014;0.0;0.0;0.0;f;1.0;True;5.31615925058548;-1;0;-1.731384421829572;-0.2174774530560776;-1.0
f17bb29f4b6cb94ed9f8ccfb5c3760c2;0.0;57586014;6.3;3.0;0.0;f;1.0;False;6.0;0;0;-0.7511353220743432;-1.0;-1.0
86d294b9979afdb118c53d65eb5566d2;0.0;57586014;5.5;5.5;0.0;f;1.0;False;6.0;0;0;0.06573892772168081;-1.0;-1.0
a4f95ccf33f3e900e2f1138e67ef879d;0.0;57586014;0.0;0.0;0.0;f;1.0;True;6.0;0;0;-1.731384421829572;-1.0;-1.0
32651228472c24b46282f2c5f4f89c6d;0.0;57586014;4.8;5.5;0.0;f;1.0;True;6.0;0;0;0.06573892772168081;-1.0;-1.0
a51910516a70e925e6d1dce078f16c11;0.0;57586014;6.8;8.0;0.0;f;1.0;False;5.0;0;0;0.8826131775177048;-0.23100104821802936;-1.0
2f488ba0378e2feaff3fdc2827b37234;0.0;57586014;9.5;9.5;0.0;f;1.0;False;9.0;0;0;1.3727377273953192;-1.0;-1.0
1312acb2b589d20a5379275b52702ec3;0.0;57586014;8.8;8.0;0.0;f;1.0;False;8.0;0;0;0.8826131775177048;-1.0;-1.0
7d70632844c1afa802144ce0605ae547;0.0;57586014;9.2;9.0;0.0;f;1.0;False;9.0;0;0;1.2093628774361145;-1.0;-1.0
5c881692a4d8e50d3ebd3df4b0481664;0.0;57586014;5.0;3.5;0.0;f;1.0;False;5.0;0;1;-0.5877604721151384;-1.0;-1.0
813014fc37e32ae2873c43e9300e2594;0.0;57586014;0.0;0.0;0.0;f;1.0;True;5.31615925058548;1;1;-1.731384421829572;-0.2174774530560776;-1.0
e2fa6131f96c445c50837f25af02a76e;0.0;57586014;0.0;0.0;0.0;f;1.0;True;5.31615925058548;-1;0;-1.731384421829572;-0.2174774530560776;-1.0
59ea6502b6bae787b6e78bbb8e4440b8;0.0;57586014;5.5;4.0;0.0;f;1.0;False;2.0;1;0;-0.4243856221559336;-0.2174774530560776;-1.0
ec9d555ebeba0a8df1efa76cc557f532;0.0;57586015;0.2;0.5;32.0;f;1.0;True;6.0;0;0;-0.7260330090127436;-1.0;0.65625
6baea6ba872012f7bd96dbd5c6099b2b;0.0;57586015;5.0;4.69999981;6.0;f;1.0;False;4.0;0;0;1.3840926829176485;-1.0;0.65625
